site,date,rating,content,tokens,text_len,token_count,emoji_count,year,month,weekday,tfidf_svd_00,tfidf_svd_01,tfidf_svd_02,tfidf_svd_03,tfidf_svd_04,tfidf_svd_05,tfidf_svd_06,tfidf_svd_07,tfidf_svd_08,tfidf_svd_09,tfidf_svd_10,tfidf_svd_11,tfidf_svd_12,tfidf_svd_13,tfidf_svd_14,tfidf_svd_15
tripadvisor,2024-11-14,4,"직접 만든 한복을 입고 여러군데 돌아다니며 사진을 촬영했어요! 한복 입고 사진 촬영하기 진짜 좋은 곳이라고 생각해요 요즘 금박에 난리난 개량된 한복 보다는 진짜 한복을 입고 사진을 촬영하는게 더 예쁘다고 생각해요! 궁, 한옥, 기와와 더욱 잘어울리니까요!",만들다 한복 입다 돌아다니다 사진 촬영 한복 입다 사진 촬영 좋다 요즘 금박 난리 개량 한복 한복 입다 사진 촬영 예쁘다 한옥 기와 어울리다,142,24,0,2024,11,3,0.3080093454770185,-0.1290943916168847,0.4253638306306347,0.1462012450921989,-0.08096545540432658,-0.04027134025497649,0.018655378455596495,0.011383045625242614,0.041264890481359326,0.10991732037189827,0.054086885005332756,-0.07680031936659484,-0.05814000658828573,0.0531033396541509,0.11256310388874576,0.055856690073823136
tripadvisor,2024-10-16,5,"드디어! 주말을 맞아 경복궁 야간개장을 방문했습니다. 평소 궁궐을 좋아하는 저로선 이번 야경이 얼마나 아름다울지 너무 기대했었는데요, 날씨마저 흐림이라 오히려 더 운치가 있더라고요. 경복궁의 웅장한 건물들과 은은한 조명이 어우러져서 마치 고즈넉한 영화 속 한 장면에 들어간 기분이었어요. 입장부터 편리하게! 인터파크에서 예매한 QR 모바일 티켓으로 바로 입장할 수 있어 별도의 교환 없이 빠르게 들어갔어요. 경복궁의 큰 건물들을 중심으로 구경하니 사실 1시간도 채 걸리지 않더군요. 물론 한복을 입고 오신 분들은 사진 찍기에 여념이 없으셨죠. 저도 경회루 앞에서 한 컷 남겨봤는데, 이곳에서 찍은 사진은 진짜 건졌다 싶을 만큼 분위기가 최고였어요. 살랑살랑 불어오는 바람 덕분에 더 몰입할 수 있었던 것 같아요. 경회루, 그 매력에 빠지다 이번 야간개장의 하이라이트는 단연 경회루였습니다. 넓은 연못에 비친 경회루의 모습은 말 그대로 환상적이었어요. 그 은은한 조명과 고요한 연못이 만들어내는 분위기는 사진으로도 다 담기지 않을 만큼 멋졌어요. 그 앞에서 찍은 사진들만 해도 꽤 건질 수 있었답니다. 사람도 많았지만 이곳의 매력 덕분에 복잡함도 잠시 잊게 되더라고요",주말 맞다 경복궁 야간 개장 평소 궁궐 좋아하다 야경 아름답다 기대 날씨 흐리다 운치 경복궁 웅장 건물 은은 조명 어우러지다 고즈넉 영화 장면 들어가다 기분 입장 편리 인터파크 예매 qr 모바일 티켓 입장 별도 교환 빠르다 들어가다 경복궁 크다 건물 중심 구경 시간 걸리다 한복 입다 사진 찍다 여념 경회루 남기다 찍다 사진 건지다 분위기 최고 불어오다 바람 덕분 몰입 경회루 매력 빠지다 야간 개장 하이라이트 경회루 넓다 연못 비치다 경회루 모습 환상 은은 조명 고요 연못 만들다 분위기 사진 담기다 멋지다 찍다 사진 건지다 사람 많다 매력 덕분 복잡 잊다,596,91,0,2024,10,2,0.2594026212000946,-0.13699695496624847,0.10114996454905557,0.01768076438755891,0.13270860964952322,0.23134246109462422,0.027801930736003587,0.11302312722220588,0.021156691263929765,0.13079394081663057,0.10988563655420203,0.031017545683796378,-0.04310608790454413,-0.003930045277846775,-0.05473437638957244,0.030604137009458732
tripadvisor,2024-10-16,5,"경복궁에 다녀왔는데, 진짜 멋졌어요. 아침 일찍 도착해서 흥례문을 지나는데, 그 웅장함에 압도당했어요. 경회루와 근정전도 정말 인상적이었어요. 특히 경회루 연못에 비친 경관은 한 폭의 그림 같았어요 각 전각들을 둘러보면서 조선 시대 왕실의 생활과 문화를 느낄 수 있었어요. 가을의 단풍이 궁궐과 어우러져 사진 찍기에도 너무 좋았죠. 경복궁 수문장 교대식도 정말 멋졌어요. 전통 의상을 입은 수문장들이 멋지게 행진하는 모습을 보면서 그 시대의 분위기를 간접적으로나마 체험할 수 있었어요. 한복을 입고 고궁을 거니는 기분도 정말 색다르고 특별했어요. 경복궁 방문은 우리 역사와 문화를 체험하고 느낄 수 있는 소중한 시간이었어요. 정말 잊지 못할 하루였어요!",경복궁 다녀오다 멋지다 아침 도착 흥례문 지나다 웅장 압도 당하다 경회루 근정전 인상 경회루 연못 비치다 경관 그림 전각 둘러보다 조선 시대 왕실 생활 문화 느끼다 가을 단풍 궁궐 어우러지다 사진 찍다 좋다 경복궁 수문장 교대 멋지다 전통 의상 입다 수문장 멋지다 행진 모습 시대 분위기 간접 체험 한복 입다 고궁 거닐다 기분 색다르다 특별 경복궁 역사 문화 체험 느끼다 소중 시간 잊다 하루,365,64,3,2024,10,2,0.2930731406222118,-0.1425274596534123,0.07438404083679559,-0.12828566819574364,0.0998106420659602,-0.003552582483903328,-0.00409635968539211,0.02453965687371671,0.01993138631859916,0.15497941438361135,-0.01859884035416689,0.17524127416824486,0.026939540972062286,-0.24304643545937651,0.07631398691312623,-0.030323645176726286
tripadvisor,2024-10-16,5,"지난 10월 초 연휴에 가족과 함께 경복궁을 방문했습니다. 오랜만의 가족 나들이라 기대가 컸는데, 정말 기대 이상으로 좋은 경험이었습니다. 경복궁역 3번 출구로 나오자마자 바로 경복궁이 보여서 찾아가기 매우 쉬웠습니다. 경복궁은 생각보다 훨씬 넓어서 전체를 둘러보는 데 3시간 정도 걸렸습니다. 가을이 시작되어 단풍이 조금씩 물들기 시작한 나무들과 고궁의 건축물이 어우러져 정말 아름다운 풍경을 자아냈습니다. 특히 근정전은 그 웅장한 규모에 압도되었는데, 조선의 법궁다운 위엄이 느껴졌습니다. 경회루는 연못 위에 지어진 누각으로, 물에 비친 모습이 마치 그림 같았습니다. 조용한 후원에 있는 향원정은 한적하게 감상할 수 있어서 좋았습니다. 우리 가족뿐만 아니라 많은 외국인 관광객들도 눈에 띄었습니다. 다양한 언어로 이야기하는 소리가 들려왔고, 그들 역시 경복궁의 아름다움에 감탄하는 모습이었습니다. 이를 보며 경복궁이 우리나라 최고의 서울 관광지라는 사실을 다시 한번 실감할 수 있었습니다. 한국의 역사와 문화를 대표하는 이곳이 세계적으로도 인정받는 관광지라는 점이 자랑스러웠습니다. 우리 아이들은 한복을 입고 궁궐 곳곳에서 사진을 찍는 재미에 푹 빠졌습니다. 이는 단순한 관광을 넘어 문화 체험의 기회가 되었습니다. 고궁의 아름다운 배경과 어우러진 한복 차림의 모습은 정말 인상적이었습니다. 시설 면에서도 경복궁은 잘 관리되고 있었습니다. 화장실은 깨끗하고 충분했으며, 곳곳에 휴식 공간과 벤치가 있어 쉬어가기 좋았습니다. 특히 노약자나 어린 아이들을 동반한 가족들에게 이러한 휴식 공간은 매우 유용했습니다. 또한 매점에서 간단한 음료와 간식을 구입할 수 있어 편리했습니다. 그러나 아쉬운 점도 있었습니다. 주말이라 사람이 많아 사진 찍기가 조금 어려웠습니다. 특히 인기 있는 포토 스팟에서는 차례를 기다려야 했습니다. 또한 일부 건물은 보수 중이어서 볼 수 없었던 점도 아쉬웠습니다. 하지만 이는 문화재를 보존하기 위한 필요한 과정이라고 생각합니다. 전반적으로 경복궁 방문은 가을의 정취와 함께 우리나라의 역사와 문화를 체험할 수 있는 좋은 기회였습니다. 아이들에게는 살아있는 역사 교육의 장이 되었고, 어른들에게는 우리 문화의 아름다움을 재발견하는 시간이 되었습니다. 궁궐의 웅장함과 섬세한 건축 디테일, 그리고 계절에 따라 변화하는 아름다운 풍경은 정말 인상적이었습니다. 이번 방문을 통해 우리 가족은 경복궁이 단순한 관광지가 아니라, 우리의 역사와 문화가 살아 숨 쉬는 소중한 문화유산이라는 것을 깨달았습니다. 또한 이곳이 서울을 대표하는 최고의 관광지라는 점을 다시 한번 확인할 수 있었습니다. 계절마다 다른 모습을 보여줄 것 같아 다음에는 봄꽃이 만발한 시기나 겨울의 설경을 보기 위해 다시 방문하고 싶습니다. 서울을 방문하는 모든 분들께 경복궁 관람을 강력히 추천합니다. 우리의 역사와 문화를 직접 체험하고, 아름다운 추억을 만들 수 있는 최고의 명소입니다.",지나다 연휴 가족 경복궁 오랜만 가족 나들이 기대 크다 기대 이상 좋다 경험 경복궁역 출구 나오다 경복궁 보이다 찾아가다 쉽다 경복궁 넓다 전체 둘러보다 걸리다 가을 시작 단풍 물들다 시작 나무 고궁 건축물 어우러지다 아름답다 풍경 자아내다 근정전 웅장 규모 압도 조선 위엄 느끼다 경회루 연못 짓다 누각 비치다 모습 그림 조용 후원 향원정 한적 감상 좋다 가족 많다 외국인 관광객 띄다 다양 언어 이야기 소리 들려오다 경복궁 아름답다 감탄 모습 경복궁 우리나라 최고 서울 관광지 사실 실감 한국 역사 문화 대표 세계 인정받다 관광지 자랑 아이 한복 입다 궁궐 곳곳 사진 찍다 재미 빠지다 단순 관광 넘다 문화 체험 기회 고궁 아름답다 배경 어우러지다 한복 차림 모습 인상 시설 경복궁 관리 화장실 깨끗 충분 곳곳 휴식 공간 벤치 쉬다 좋다 노약자 어리다 아이 동반 가족 이러 휴식 공간 유용 매점 간단 음료 간식 구입 편리 아쉽다 주말 사람 많다 사진 찍다 어렵다 인기 포토 스팟 차례 기다리다 일부 건물 보수 아쉽다 문화재 보존 위하다 필요 과정 전반 경복궁 가을 정취 나라 역사 문화 체험 좋다 기회 아이 살다 역사 교육 어른 문화 아름답다 발견 시간 궁궐 웅장 섬세 건축 디테일 계절 따르다 변화 아름답다 풍경 인상 통하다 가족 경복궁 단순 관광지 역사 문화 살다 쉬다 소중 문화유산 깨닫다 서울 대표 최고 관광지 한번 확인 계절 모습 보이다 만발 시기 겨울 설경 위하다 서울 경복궁 관람 추천 역사 문화 체험 아름답다 추억 만들다 최고 명소,1441,225,0,2024,10,2,0.3946472980825097,-0.1450274275276945,-0.06737146761588984,-0.10706175486167935,0.19224754361960447,-0.009808331303414847,-0.0844238552037914,0.07035667574134075,-0.058517342785929564,0.03878557781780343,-0.10367450120646401,0.02168684304507923,-0.09426535539056925,-0.0066656152538125575,0.024981158073054576,0.05498837254671246
tripadvisor,2024-10-16,5,"어릴 적 소풍으로 찾았던 경복궁을, 이번에는 부모님과 함께 다시 찾는 시간이 참 특별할 것 같아요 그때는 놀이와 친구들과의 웃음이 가득했다면, 이제는 부모님과 함께 옛 추억을 나누고 새로운 기억을 쌓을 수 있는 소중한 시간이 됐어요",어리다 소풍 찾다 경복궁 부모 찾다 시간 특별 그때 놀이 친구 웃음 이제 부모 추억 나누다 새롭다 기억 쌓다 소중 시간,129,21,0,2024,10,2,0.0748122001728627,-0.03714180791737629,-0.0011241085640223498,-0.033737549385647304,0.007061778972841414,0.05869170282364928,-0.04358541015434498,-0.00372619240190162,-0.07328590061603141,0.031205286222847295,-0.006151722500836152,-0.014053361184570139,-0.02160324993171273,-0.06871024043632254,0.010465582442359253,-0.08154772452015788
tripadvisor,2024-10-15,5,경복궁 야간개장을 맞아 친구들과 함께 다녀왔어요 조선의 과거로의 여행을 떠난듯 운치있고 경복궁의 아름다움이 배가 되는 행복한 순간이 떠올라요 고즈넉한 궁의 한국적인 미가 가미되어 더욱 아름다운 밤이 소중한 분들과 추억할 수 있는 소중한 시간 좋았어요,경복궁 야간 개장 맞다 친구 다녀오다 조선 과거 여행 떠나다 운치 경복궁 아름답다 행복 순간 떠오르다 고즈넉 한국 가미 아름답다 소중 추억 소중하다 시간 좋다,139,25,0,2024,10,1,0.23534972650547376,-0.03271347287943712,-0.04996369258339534,-0.01612562461090033,0.2842375018155459,0.13869426547433522,0.08262659287066881,-0.044450839584758775,-0.08522729543785,0.031469782943757234,-0.008922135312505108,-0.033770992718061506,-0.05041215281786528,-0.09645511874762411,-0.0582933914859724,-0.0612940350877811
tripadvisor,2024-10-14,5,경복궁은 한국 전통의 아름다움을 느낄 수 있는 곳입니다. 역사적인 건축물들과 고즈넉한 분위기가 인상 깊었어요. 궁 내부를 걸으며 과거로 돌아간 듯한 특별한 경험이었습니다.,경복궁 한국 전통 아름다움 느끼다 역사 건축물 고즈넉 분위기 인상 깊다 내부 걷다 과거 돌아가다 특별 경험,95,17,0,2024,10,0,0.17116684763485143,-0.11926967658217033,-0.05906390356335939,-0.1494122577700568,0.055121088840741427,-0.07447740971344183,0.13918739516239226,0.019537060288958446,-0.03224709936976206,-0.007742858646982668,-0.05285690773626713,-0.044770811665255886,-0.036389116675382645,-0.12152710293090484,0.028110327345314944,-0.010905213321368686
tripadvisor,2024-10-14,5,책에서 그리고 뉴스에서 경복궁을 보다가 실제로 경복궁에 들어가게 되니 조선시대를 느껴보지 못해 정확한 향취는 모르지만서도 치열했던현실에서 벗어나 고즈넉했던 선조들의 향취를느낄 수 있어서 좋은 경험이 되었습니다 . 전경이 아름다운 것은 물론이었으며 더불어 날씨도 하늘이 푸를 때 방문을 하여 사진에 담았기에 너무 찬란한 경험이었습니다. 경복궁에 대한 추억을 계기로 서울에 있는 옛 향취가 묻어있는 곳을 가는 것이 취미가 되었습니다. 고즈넉한 감성과 우리나라의 아름다운 건축물을 볼 수 있는 경복궁을 추천합니다.,뉴스 경복궁 경복궁 들어가다 조선시대 느끼다 정확 향취 모르다 치열 현실 벗어나다 고즈넉 선조 향취 느끼다 좋다 경험 전경 아름답다 물론 더불다 날씨 하늘 푸르다 사진 담다 찬란 경험 경복궁 대하다 추억 계기 서울 향취 묻다 취미 고즈넉 감성 나라 아름답다 건축물 경복궁 추천,284,44,0,2024,10,0,0.20724772927384832,-0.0649729492392541,-0.01570155930482038,-0.03133183305467602,0.18853759871857786,-0.0005438910514182303,-0.07634570423862994,0.0043878235408214014,-0.10116598214553058,0.0611721841823521,-0.09497747652324909,-0.04103908653711671,-0.006197746008786236,-0.049383897484805844,-0.010274783985205068,-0.01747278126659545
tripadvisor,2024-10-14,5,"정말 아름다운 곳입니다. 경복궁 뿐만 아니라 한국의 10월 풍경에 따른 푸른 하늘, 경복궁 앞의 광화문 대로까지 모두 한폭의 그림입니다. 왕이 살았던 곳이니만큼 풍수지리에 얼마나 신경을 썼겠어요? 그래서 그런지 광화문 경복궁 다녀오면 가슴이 뻥 뚫리는 기분이 듭니다.",아름답다 경복궁 한국 풍경 따르다 푸르다 하늘 경복궁 광화문 대로 그림 살다 풍수지리 신경 쓰다 그렇다 광화문 경복궁 다녀오다 가슴 뚫리다 기분,149,22,0,2024,10,0,0.14639405174535292,-0.10237141051382576,-0.00835262651090004,-0.09095335642133841,0.1928213774935761,0.005799114206620095,-0.06994791138388196,0.013344379500905017,-0.16338048423407694,0.0015189222966230374,-0.03429534325066872,-0.05307983539737301,0.032032318791986605,-0.07107004941915973,-0.014417992557079413,-0.046479167780487184
tripadvisor,2024-10-11,5,아름답고 고풍스러워서 만족스럽습니다 앞으로도 좋은컨텐츠 잘부탁드립니다 항상 좋은일만 가득하시길 바래요 늘 응원하겠습니다,아름답다 고풍 만족 좋다 컨텐츠 부탁 드리다 좋다 바래다 응원,66,10,0,2024,10,4,0.17683395114212924,0.1745448840318,-0.03153106334384156,0.07752502959655387,0.08401056865072898,-0.05100367104492649,-0.000521722593823507,-0.020872159574757368,-0.008282749165662417,-0.014633274214623956,-0.017974827779567333,0.0202164308077584,-0.006458651544149431,0.01467524162204813,-0.012585135207215898,-0.01789537330919864
